_id,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
1,106580996,ADVENTIST HEALTH AND RIDEOUT,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,"",530-749-4663,726 FOURTH ST,MARYSVILLE,95901.0,RICK RAWSON,221,221,144,1012,206,169,769,0,0,0,424,0,21,2601,0,5501,1318,808,3523,0,0,0,1514,0,52,12716,0,14531,2241,1992,14409,0,0,1873,8479,0,4126,47651,106203510,24983264,16866802,65159051,0,0,0,41436815,0,1793989,256443431,71698870,12520165,7762955,58160698,0,0,2554852,38591017,0,6704769,197993326,2055703,147738117,32402224,22962708,96387021,0,0,0,546883,44490013,0.0,5890544,0,0,0,4188212,356661425,0,0,0,0,0,30577053,4348761,1324157,27077810,0,0,1820390,33185241,0,-558080,97775332,2058617,127032306,0,171540,0,0,0,0,1249062,309493158,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
2,106150788,ADVENTIST HEALTH BAKERSFIELD,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301.0,SHARLET BRIGGS,254,254,177,769,926,173,876,0,0,296,939,0,15,3994,0,3739,3681,824,3101,0,0,1381,2950,0,43,15719,0,12823,5094,908,12517,0,0,3476,20344,0,1627,56789,81113221,90681569,18683524,69509200,0,0,26040559,69724309,0,1103035,356855417,56049137,57216761,4968761,67994097,0,0,23022418,105621037,0,6007555,320879766,5167053,115325539,127033733,16826805,112891217,0,0,0,40036808,132273092,0.0,774347,0,0,0,6440340,556768934,0,0,0,0,0,21105932,20471222,5752012,24136659,0,0,7410080,40682658,0,1407686,120966249,3074456,127509704,0,-3912496,0,0,0,0,1176180,130089006,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
3,106171049,ADVENTIST HEALTH CLEARLAKE,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVE,CLEARLAKE,95422.0,DAVID SANTOS,25,25,19,123,23,12,94,0,0,17,24,1,0,294,0,676,126,60,315,0,0,77,97,8,0,1359,0,32592,4322,9754,31978,0,0,10830,7102,1169,0,97747,9817681,2254852,290378,5930574,0,0,685458,1659024,159681,0,20797648,31858026,5731485,5178899,32936711,0,0,4270074,13560406,2046897,0,95582498,221846,21479647,6268870,475777,27120543,-217138,0,0,3332402,8892735,0.0,1681008,0,0,0,1856946,71112636,0,2445141,0,0,2445141,19279627,1668936,4997145,14159917,0,0,1421523,6000836,184667,0,47712651,2589662,41924002,0,1040,0,0,0,0,520378,39678027,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
4,106150706,ADVENTIST HEALTH DELANO,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-725-4800,1401 GARCES HIGHWAY,DELANO,93215.0,DAVID BUTLER,156,156,69,116,47,66,241,0,0,40,13,0,12,535,6,1635,286,2479,1055,0,0,185,236,0,26,5902,4072,2139,1255,1683,14413,0,0,2850,1237,0,1235,24812,6556906,1734931,10922714,6601795,0,0,1237966,1224961,0,257272,28536545,3343419,2044049,2497065,15309123,0,0,3165029,1248547,0,1261313,28868545,1724315,7471229,1511993,6823377,14646277,-475613,0,0,2433221,1121058,0.0,337908,0,0,0,26472,35620237,0,0,0,0,0,2367433,2020688,6593470,7223640,0,0,1506573,1183864,0,889185,21784853,1744378,33046701,0,-6427592,0,0,0,0,9856,44877099,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
5,106190323,ADVENTIST HEALTH GLENDALE,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Los Angeles,11 - Los Angeles,909,Church,Comparable,"",818-409-8000,1509 WILSON TERRACE,GLENDALE,91206.0,KEVIN ROBERTS,515,462,228,1701,518,370,801,0,0,67,707,0,34,4198,0,8967,2338,2747,3158,0,0,242,2833,0,123,20408,0,15424,2774,1083,7730,0,0,2595,15065,0,687,45358,206050753,59709039,32520160,79083551,0,0,21552492,66960070,0,5736993,471613058,81206619,26676667,6761076,65094627,0,0,6703219,74210691,0,4595285,265248184,4903771,243267904,74496526,30038506,127683771,0,0,0,25102629,106144945,0.0,4664012,0,0,0,8210864,624512928,0,0,0,0,0,42906585,11251862,6785291,15369913,0,0,1628308,32814021,0,1592334,112348314,5681932,135407672,0,318186,0,0,0,0,217550,159907029,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
6,106164029,ADVENTIST HEALTH HANFORD,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Kings,09 - Central,615,Church,Comparable,Rural,559-537-0056,115 MALL DRIVE,HANFORD,93230.0,TIM HAYDOCK,235,235,116,523,288,167,785,0,0,168,358,0,18,2307,0,2933,1701,898,2834,0,0,527,1276,0,50,10219,0,9462,3183,2375,25757,0,0,3300,14287,0,1588,59952,34282635,19499615,9969721,33910586,0,0,5669590,17118175,0,514350,120964672,36716584,20387784,9302012,103522870,0,0,14140437,48826634,0,8253256,241149577,5696322,56559014,31077227,12621608,110171275,-1243460,0,0,14708981,38416747,0.0,2484473,0,0,0,11861109,282353296,0,5609294,0,0,5609294,13432743,6440882,6734329,30874386,0,0,3702780,24109745,0,75382,85370247,1835564,84161689,0,-24991035,0,0,0,0,561556,159807223,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
7,106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490.0,JASON WELLS,25,25,23,238,52,8,99,0,0,16,53,0,2,468,0,873,245,20,369,0,0,44,141,0,6,1698,0,5928,1013,387,5008,0,0,1586,2519,0,325,16766,17461119,4233732,427558,7308910,0,0,1206897,4784069,0,304540,35726825,12736263,2203943,780279,12050097,0,0,1522851,7561180,0,1260577,38115190,-303769,22054593,4911406,714756,17237767,-78151,0,0,1277616,6699692,0.0,154210,0,0,0,1540951,54209071,0,1034444,0,0,1034444,8479545,1648145,444771,3236791,0,0,1133785,5784035,-59684,0,20667388,620312,22105077,0,83956,0,0,0,0,91589,52722402,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
8,106390923,ADVENTIST HEALTH LODI MEMORIAL,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,"",209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,DANIEL WOLCOTT,194,194,84,593,259,116,453,0,0,54,275,0,8,1758,0,2616,1250,544,1655,0,0,168,1001,0,23,7257,0,8329,3668,1747,14892,0,0,1213,7886,0,2785,40520,86410504,36657223,14922141,47801811,0,0,1378188,29057520,0,2088765,218316152,56584162,30424279,8428979,70808372,0,0,4975879,51477019,0,10612317,233311007,3237478,126808044,61253879,20059015,105734893,0,0,0,2931157,55693602,0.0,1144058,0,0,0,12647892,389510018,0,61588,0,0,61588,14899270,5627521,3019902,12788797,0,0,3138823,22353106,0,351310,62178729,2464924,65316193,0,291935,0,0,0,0,434552,108108355,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
9,106231013,ADVENTIST HEALTH MENDOCINO COAST,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Mendocino,01 - Northern California,111,District,Comparable,Rural,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437.0,WAYNE ALLEN,25,25,15,102,14,2,36,0,0,18,2,0,2,176,0,585,79,13,208,0,0,102,9,0,9,1005,0,6037,733,53,1744,0,0,2229,239,0,222,11257,3203899,432763,73112,1137501,0,0,561667,50203,0,48766,5507911,13694688,1815412,270838,4113175,0,0,4582013,810493,0,343866,25630485,310315,1083542,158640,181332,2768180,0,0,0,1702131,284819,0.0,132265,0,0,0,105197,6726421,0,205154,0,0,205154,15580646,2092935,163735,2646479,0,0,3440517,542938,0,149879,24617129,-476214,19995091,0,8179,0,0,0,0,619411,8740667,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
10,106100797,ADVENTIST HEALTH REEDLEY,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Fresno,09 - Central,607,District,Comparable,Rural,559-537-0056,372 WEST CYPRESS AVENUE,REEDLEY,93654.0,TIM HAYDOCK,49,49,23,43,13,65,229,0,0,2,44,0,5,401,0,491,159,294,602,0,0,14,138,0,17,1715,0,16203,6589,11536,81117,0,0,1727,20376,0,4157,141705,2178690,1059112,1701663,5582925,0,0,75315,562796,0,246615,11407116,8702136,4363590,5976639,50151763,0,0,1805743,11661803,0,3574520,86236194,-135835,5911619,3898895,3938531,24668494,-689308,0,0,909747,5988788,0.0,2734940,0,0,0,3589778,50815649,0,538011,0,0,538011,4303534,1219626,3866422,31679458,0,0,637197,5452631,0,206804,47365672,10053091,43796500,0,538011,0,0,0,0,534700,41258956,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
11,106560525,ADVENTIST HEALTH SIMI VALLEY,20222,2022-04-01T00:00:00,2022-06-30T00:00:00,Open,Ventura,10 - Santa Barbara/Ventura,813,Church,Comparable,"",805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065.0,JENNIFER SWENSON,144,130,85,560,346,74,261,0,0,18,461,0,10,1730,0,2845,1609,295,1150,0,0,49,1396,0,27,7371,0,2468,1305,564,3428,0,0,2470,8369,0,391,18995,57194817,33518243,5944956,21040587,0,0,992824,30831034,0,1473432,150995893,25042533,16082292,4300499,20835476,0,0,1973545,39417317,0,3231492,110883154,1747208,69153698,42394172,9147027,36186899,0,0,0,1951325,47006931,0.0,529249,0,0,0,5089073,213205582,0,0,0,0,0,12738615,6587869,990397,5566267,0,0,710232,22026759,0,53326,48673465,1032140,53305865,0,314567,0,0,0,0,282099,111763804,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
