_id,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
1,106580996,ADVENTIST HEALTH AND RIDEOUT,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,"",530-749-4663,726 FOURTH ST,MARYSVILLE,95901.0,RICK RAWSON,221,221,150,1010,222,136,687,0,0,0,484,0,46,2585,0,6216,1825,682,2970,0,0,0,1934,0,147,13774,0,13869,2373,2346,15116,0,0,1543,8281,0,3586,47114,121950289,31002257,10670167,60557183,0,0,0,56108328,0,5453139,285741363,71787468,14253452,7923937,62260397,0,0,2103085,45942368,0,5283903,209554610,7217743,160803954,38800804,16358798,93916347,0,0,0,725445,48100368,0.0,3623025,0,0,0,10337787,379884271,0,0,0,0,0,29572396,5438401,1678137,26378893,0,0,1128694,49447846,0,1767335,115411702,2322137,125400443,0,426853,0,0,0,0,0,307305714,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2,106150788,ADVENTIST HEALTH BAKERSFIELD,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301.0,SHARLET BRIGGS,254,254,186,771,936,140,969,0,0,243,992,0,26,4077,0,3966,4038,562,3770,0,0,1107,3189,0,125,16757,0,13274,5475,811,14037,0,0,3602,20105,0,1410,58714,90163697,102264065,12162657,80821262,0,0,21524026,75376956,0,3046775,385359438,60624180,60186117,4831521,69488472,0,0,23749587,104248777,0,4722297,327850951,7444344,127450141,139634692,14213402,141267503,0,0,0,36749221,129801577,0.0,1693360,0,0,0,5070321,603324561,0,0,0,0,0,21320904,22048309,2597580,8410281,0,0,7983209,46731587,0,793958,109885828,8327261,129107200,0,1349736,0,0,0,0,3390956,128895148,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3,106171049,ADVENTIST HEALTH CLEARLAKE,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVE,CLEARLAKE,95422.0,DAVID SANTOS,25,25,18,129,28,10,101,0,0,14,22,2,0,306,0,803,160,34,449,0,0,54,87,15,0,1602,0,28771,4577,8096,31826,0,0,9843,5399,1042,0,89554,12925533,2374039,319614,7562673,0,0,987870,1631767,379668,0,26181164,30699143,6267084,4317306,33475638,0,0,3977686,13251547,1716453,0,93704857,3484644,29237782,5850430,404970,33507276,-194395,0,0,2443938,7447058,0.0,1182139,0,0,0,1302136,84665978,0,2026876,0,0,2026876,16389501,2572503,3803750,5435793,0,0,2016774,6530307,498291,0,37246919,2912916,42730044,0,1044614,0,0,0,0,1774932,40609177,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4,106150706,ADVENTIST HEALTH DELANO,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-725-4800,1401 GARCES HIGHWAY,DELANO,93215.0,DAVID BUTLER,156,156,70,101,47,61,237,0,0,36,10,0,7,499,5,1460,328,2678,1229,0,0,98,211,0,23,6027,4309,2063,1347,1406,14818,0,0,3019,1233,0,968,24854,5656800,1903557,9449809,6568596,0,0,785544,792224,0,201224,25357754,2927389,2056979,1686814,15392023,0,0,3139450,1280778,0,1036503,27519936,1327020,6408816,1736806,5135731,21045935,-9739,0,0,2007611,1110862,0.0,29472,0,0,0,350968,39143482,0,30,0,0,30,2132831,2148957,5961432,611406,0,0,1685989,936343,0,257280,13734238,1329016,27935607,0,2732274,0,0,0,0,1123842,44244530,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5,106190323,ADVENTIST HEALTH GLENDALE,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,Los Angeles,11 - Los Angeles,909,Church,Comparable,"",818-409-8000,1509 WILSON TERRACE,GLENDALE,91206.0,KEVIN ROBERTS,515,462,249,1874,536,341,638,0,0,98,809,0,34,4330,0,10471,2944,2533,2862,0,0,331,3326,0,88,22555,0,14601,2480,1041,6863,0,0,2751,15810,0,668,44214,240880096,75452108,28324034,91366602,0,0,28106417,50632864,0,3066670,517828791,76674410,25101272,6400395,68730659,0,0,8145764,72030389,0,4333697,261416586,1683584,270303306,84581854,31456168,145108120,0,0,0,13578357,91163481,0.0,2903620,0,0,0,8852495,649630985,0,0,0,0,0,45868685,15160727,3101790,13173662,0,0,22324165,28729821,0,1255542,129614392,9609112,135108141,0,477801,0,0,0,0,96359,155410582,0,0,0,0,0,0,0,0,0.0,0,0,0,0
6,106164029,ADVENTIST HEALTH HANFORD,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,Kings,09 - Central,615,Church,Comparable,Rural,559-537-0056,115 MALL DRIVE,HANFORD,93230.0,TIM HAYDOCK,235,235,235,572,298,147,718,0,0,167,381,0,82,2365,0,3025,1703,704,2735,0,0,577,1356,0,243,10343,0,8944,2977,2247,26429,0,0,3508,13152,0,1495,58752,35630157,19808264,7166856,34965864,0,0,6231180,17838107,0,2231868,123872296,34878418,17423063,8632329,104910327,0,0,15542221,48916971,0,7479855,237783184,3261819,57167554,31328559,11736407,101536618,-5345038,0,0,17090496,38861415,0.0,1236027,0,0,0,9134623,266008480,0,6820139,0,0,6820139,13141166,5662725,4430626,49558266,0,0,3618703,25803444,0,252209,102467139,1863029,89118447,0,12353347,0,0,0,0,1387212,159014975,0,0,0,0,0,0,0,0,0.0,0,0,0,0
7,106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490.0,JASON WELLS,25,25,20,247,46,4,68,0,0,28,47,0,4,444,0,981,218,20,345,0,0,98,144,0,10,1816,0,5932,1026,210,5273,0,0,1774,2716,0,341,17272,19638968,4094403,278162,6092442,0,0,1140371,4436939,0,649026,36330311,13121890,2476302,459493,12696394,0,0,1676816,8652113,0,1506086,40589094,1520665,22100973,4669546,142605,12601108,-211892,0,0,912501,6939948,0.0,1200482,0,0,0,1728964,51604900,0,411961,0,0,411961,9695240,1677566,557208,6524675,0,0,1778747,5061106,431924,0,25726466,616684,23065990,0,1502765,0,0,0,0,90875,50909909,0,0,0,0,0,0,0,0,0.0,0,0,0,0
8,106390923,ADVENTIST HEALTH LODI MEMORIAL,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,"",209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,DANIEL WOLCOTT,194,194,89,576,314,131,469,0,0,55,281,0,12,1838,0,2797,1911,573,1685,0,0,191,972,0,30,8159,0,9209,4842,2044,20281,0,0,1105,10077,0,4106,51664,90020929,55267378,10841665,49770253,0,0,5205817,29827859,0,6666502,247600403,61305739,34370806,6446544,74703113,0,0,5875786,54411052,0,12283874,249396914,4472026,135097376,80834368,21261404,121955999,0,0,0,8496287,58251677,0.0,1561582,0,0,0,7919396,439850115,0,78977,0,0,78977,15515531,7649789,-3996280,1752602,0,0,2309285,23910500,0,10084752,57226179,4366871,70411058,0,436513,0,0,0,0,946332,105249441,0,0,0,0,0,0,0,0,0.0,0,0,0,0
9,106231013,ADVENTIST HEALTH MENDOCINO COAST,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,Mendocino,01 - Northern California,111,Non Profit Corp.,Comparable,Rural,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437.0,WAYNE ALLEN,25,25,14,101,30,4,56,0,0,14,9,0,2,216,0,591,175,23,330,0,0,85,52,0,10,1266,0,5745,736,58,1783,0,0,1625,487,0,228,10662,3702998,1098414,145724,2065584,0,0,529840,328308,0,63686,7934554,14271747,2189265,279974,4430590,0,0,2816678,1931399,0,396414,26316067,1186520,4758036,1748839,232991,3555461,0,0,0,1013939,684527,0.0,17642,0,0,0,228690,13426645,0,40281,0,0,40281,12536996,1513185,309677,3405138,0,0,2078931,973575,0,46755,20864257,508936,21541404,0,22659,0,0,0,0,1426606,10221849,0,0,0,0,0,0,0,0,0.0,0,0,0,0
10,106100797,ADVENTIST HEALTH REEDLEY,20224,2022-10-01T00:00:00,2022-12-31T00:00:00,Open,Fresno,09 - Central,607,District,Comparable,Rural,559-537-0056,372 WEST CYPRESS AVENUE,REEDLEY,93654.0,TIM HAYDOCK,49,49,20,43,23,60,284,0,0,9,61,0,3,483,0,470,167,275,660,0,0,34,143,0,5,1754,0,15654,6807,9965,83007,0,0,1715,20802,0,4151,142101,2363823,924201,1463623,6415439,0,0,93827,1521134,0,106701,12888748,9511140,4662165,4905907,51323317,0,0,1755806,12152303,0,3192487,87503125,-755120,7086389,4353396,2347967,22541921,415862,0,0,978947,6449140,0.0,1360684,0,0,0,3014122,47793308,30344,579343,0,0,609687,6293834,1086466,3354814,35263269,0,0,617179,6485902,0,106788,53208252,5239265,48274498,0,4688247,0,0,0,0,99572,40148875,0,0,0,0,0,0,0,0,0.0,0,0,0,0
