_id,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
1,106580996,ADVENTIST HEALTH AND RIDEOUT,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,"",530-749-4663,726 FOURTH ST,MARYSVILLE,95901.0,RICK RAWSON,221,221,164,1095,241,115,752,0,0,0,453,0,42,2698,0,6789,1981,649,3226,0,0,0,1943,0,119,14707,0,14846,2739,2053,15269,0,0,2034,7976,91,3467,48475,135678421,30995545,9616180,68923649,0,0,0,47428242,0,5352035,297994072,77619060,17426525,7738152,65950084,0,0,2592012,41918316,699329,5075535,219019013,1139684,175685219,42165880,12913336,115707944,0,0,0,472756,45753773,0.0,2595836,0,0,0,3151708,399586136,0,0,0,0,0,37090067,6022743,4837725,18854320,0,0,1775490,44702670,33678,4110256,117426949,5967983,131749162,0,571661,0,0,0,0,62032,304138110,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2,106150788,ADVENTIST HEALTH BAKERSFIELD,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301.0,SHARLET BRIGGS,254,254,185,659,947,122,932,0,0,263,929,2,22,3876,0,3329,4453,590,3685,0,0,1277,2868,19,87,16308,0,13709,5828,697,13263,0,0,3548,20456,9,1483,58993,80310685,111059290,9321126,84510145,0,0,26349987,74642988,562550,7388041,394144812,64025328,66525792,3430780,69868422,0,0,24090421,107972620,325720,5979010,342218093,3630936,119322362,154343059,9752136,129151652,0,0,0,38904886,134897699,0.0,1156723,0,0,0,11784944,602944397,0,0,0,0,0,23789498,23237739,2997685,25197296,0,0,9144319,46709575,0,2342396,133418508,5733800,132377647,0,1365220,0,0,0,0,2654477,128909220,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3,106171049,ADVENTIST HEALTH CLEARLAKE,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVE,CLEARLAKE,95422.0,DAVID SANTOS,25,25,17,147,37,15,94,0,0,18,26,0,3,340,0,722,220,47,293,0,0,70,148,0,23,1523,0,30128,5324,6466,32989,0,0,3018,13362,35,956,92278,13087440,4189127,334937,6816395,0,0,1179509,2400021,0,570265,28577694,32147186,7279110,3772719,32879602,0,0,3371169,13749310,235781,1606719,95041596,1973598,26444302,8747244,1437916,31815406,-110071,0,0,1874812,8226138,0.0,907180,0,0,0,2047831,83364356,0,1521014,0,0,1521014,18859801,2708307,2391653,7653244,0,0,2679726,7303373,37192,142652,41775948,10457559,44785436,0,1195172,0,0,0,0,1129024,41219821,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4,106150706,ADVENTIST HEALTH DELANO,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-725-4800,1401 GARCES HIGHWAY,DELANO,93215.0,DAVID BUTLER,156,156,71,119,42,47,209,0,0,33,15,0,6,471,10,1653,254,2545,1291,0,0,121,141,0,45,6050,4327,2031,1271,1565,15209,0,0,3176,1258,0,908,25418,7606168,1499585,8560526,6689641,0,0,725098,382269,0,221833,25685120,3345596,2025978,1800286,15629843,0,0,3238254,1338299,0,862985,28241241,1403605,9266434,744171,4969394,13949876,-498888,0,0,2612907,840199,0.0,28296,0,0,0,-39932,33276062,0,317,0,0,317,1625019,2762296,5387935,8368248,0,0,1318986,875616,0,312516,20650616,1770515,25545400,0,2357974,0,0,0,0,888446,44027833,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5,106190323,ADVENTIST HEALTH GLENDALE,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,Los Angeles,11 - Los Angeles,909,Church,Comparable,"",818-409-8000,1509 WILSON TERRACE,GLENDALE,91206.0,KEVIN ROBERTS,515,462,263,1793,536,375,682,0,0,51,733,0,26,4196,0,10103,3597,3216,3032,0,0,166,3072,0,145,23331,0,14647,2724,1146,7029,0,0,1827,16259,9,543,44184,252961779,94670492,38480688,102230892,0,0,15444644,62577752,0,8184059,574550306,93975930,32767522,6609143,85933815,0,0,5783492,73700283,503782,5338320,304612287,6221080,293295962,110496690,40238319,169628570,0,0,0,14205675,104538010,0.0,3059287,0,0,0,7531440,749215033,0,0,0,0,0,51172658,16530998,3078483,18227264,0,0,6964485,29562633,0,4411039,129947560,9587353,144809727,0,410523,0,0,0,0,4350792,156356333,0,0,0,0,0,0,0,0,0.0,0,0,0,0
6,106164029,ADVENTIST HEALTH HANFORD,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,Kings,09 - Central,615,Church,Comparable,Rural,559-537-0056,115 MALL DRIVE,HANFORD,93230.0,TIM HAYDOCK,235,235,125,516,316,156,683,0,0,184,350,6,105,2316,0,3159,2090,854,2904,0,0,592,1265,28,320,11212,0,8667,3389,2190,24314,0,0,3438,13263,21,2009,57291,37662487,25732099,7317078,40284712,0,0,5904985,16345602,428711,2657042,136332716,40025014,22162066,8365238,120226210,0,0,14299040,55262384,125157,8955043,269420152,3388941,62912302,36447865,11239976,136200862,-1965708,0,0,16241749,43599524,0.0,2212548,0,0,0,9794924,320072983,0,5501932,0,0,5501932,14279932,10369645,4447514,30754022,0,0,3576890,25978851,-145391,1920354,91181817,3830290,91865675,0,10830270,0,0,0,0,897538,156715770,0,0,0,0,0,0,0,0,0.0,0,0,0,0
7,106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490.0,JASON WELLS,25,25,21,221,53,6,88,0,0,22,45,0,2,437,0,878,262,32,394,0,0,72,180,0,8,1826,0,5701,1103,169,4616,0,0,1686,2507,29,253,16064,19333294,5094321,484789,7490307,0,0,1282873,4357736,0,307382,38350702,13573785,3388749,426965,12477983,0,0,828519,7913093,192277,660423,39461794,-978600,22932601,6907436,945249,16574336,-85548,0,0,893386,6842390,0.0,699998,0,0,0,838151,55569399,0,1101467,0,0,1101467,9838006,1455045,-37476,4624303,0,0,1285881,5736307,17626,424872,23344564,288425,22803881,0,1292211,0,0,0,0,58473,49980890,0,0,0,0,0,0,0,0,0.0,0,0,0,0
8,106390923,ADVENTIST HEALTH LODI MEMORIAL,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,"",209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,DANIEL WOLCOTT,194,194,102,598,376,129,491,0,0,47,248,1,13,1903,0,2866,2290,746,2089,0,0,199,894,1,37,9122,0,9374,3897,1857,18319,0,0,1129,9373,35,3228,47212,94210566,69869477,13172498,61922313,0,0,5885108,30149603,5049,7800613,283015227,66000588,33869556,7666885,75679873,0,0,4159840,55955591,303778,9943902,253580013,4635867,141723720,92377562,21329731,125673787,0,0,0,8387241,60249810,0.0,1757916,0,0,0,10662839,466798473,0,55511,0,0,55511,17878365,8995268,-567680,12215756,0,0,1456444,23052901,0,6821224,69852278,4273158,75220779,0,371864,0,0,0,0,1961298,105009688,0,0,0,0,0,0,0,0,0.0,0,0,0,0
9,106231013,ADVENTIST HEALTH MENDOCINO COAST,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,Mendocino,01 - Northern California,111,Non Profit Corp.,Comparable,Rural,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437.0,WAYNE ALLEN,25,25,16,133,21,1,35,0,0,5,15,0,3,213,0,867,134,5,227,0,0,34,100,0,19,1386,0,11985,1492,18,2175,0,0,2301,4546,0,369,22886,6088723,939847,37906,1594358,0,0,238930,704958,0,130911,9735633,16622251,2755729,92996,5681549,0,0,1262407,4815431,0,545663,31776026,1891852,7281399,3169808,130331,7244175,0,0,0,454206,1670093,0.0,424968,0,0,0,169643,22436475,0,140848,0,0,140848,15272431,486124,-8942,-1007772,0,0,682864,3617776,0,173551,19216032,113172,22878349,0,53800,0,0,0,0,554519,10140012,0,0,0,0,0,0,0,0,0.0,0,0,0,0
10,106100797,ADVENTIST HEALTH REEDLEY,20231,2023-01-01T00:00:00,2023-03-31T00:00:00,Open,Fresno,09 - Central,607,Non Profit Corp.,Comparable,Rural,559-537-0056,372 WEST CYPRESS AVENUE,REEDLEY,93654.0,TIM HAYDOCK,49,49,19,38,28,41,248,0,0,5,41,0,4,405,0,368,276,173,664,0,0,57,83,0,18,1639,0,16410,6954,10037,85999,0,0,1975,22574,2046,2229,148224,2192282,1587000,1139553,5948737,0,0,129055,899544,0,129527,12025698,10259127,5272975,5239957,55119405,0,0,1301915,13926636,483668,2603347,94207030,791854,6814277,5510901,2926618,32873315,-377508,0,0,962342,6505226,0.0,1334141,0,0,0,2690596,60031762,7455,513551,0,0,521006,5456766,1156653,3370266,29128848,0,0,300559,6901525,-19559,426914,46721972,99328,48286692,0,4204558,0,0,0,0,464570,39541395,0,0,0,0,0,0,0,0,0.0,0,0,0,0
