_id,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
1,106580996,ADVENTIST HEALTH AND RIDEOUT,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,"",530-749-4663,726 FOURTH ST,MARYSVILLE,95901.0,RICK RAWSON,221,221,187,1195,232,176,722,0,0,0,485,0,50,2860,0,7797,1903,861,3449,0,0,0,2225,0,248,16483,0,14902,1858,2007,13766,0,0,1843,7961,0,4429,46766,144698425,28775913,16113612,67324174,0,0,0,55953383,0,2487383,315352890,58797643,9240914,7283480,50001989,0,0,2323460,34860220,0,4814248,167321954,9583704,149633119,32472205,17794349,87355183,0,0,0,654282,42762432,0.0,9263857,0,0,0,14078733,363597864,0,0,0,0,0,51671189,4144032,4840692,26980152,0,0,288186,35227254,0,-4074525,119076980,3081805,129994821,0,168251,0,0,0,0,1330466,312084570,0,0,0,0,0,0,0,0,0.0,0,0,0,0
2,106150788,ADVENTIST HEALTH BAKERSFIELD,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301.0,SHARLET BRIGGS,254,254,197,748,943,157,845,0,0,261,992,0,19,3965,0,3745,4290,1036,3337,0,0,1161,3724,0,81,17374,0,12362,4435,843,11794,0,0,2611,19813,0,1456,53314,82287252,98688456,17528289,67985518,0,0,21744816,85151283,0,4392464,377778078,52055046,46203570,5240981,61207068,0,0,20025841,87006439,0,3674231,275413176,3555551,114175599,123630974,14262706,103535265,0,0,0,33484035,127272095,0.0,1887393,0,0,0,12642150,534445768,0,0,0,0,0,19263950,20506242,5536142,24827797,0,0,7097523,41420729,0,93103,118745486,6805338,127879481,0,4301082,0,0,0,0,1428402,131451911,0,0,0,0,0,0,0,0,0.0,0,0,0,0
3,106171049,ADVENTIST HEALTH CLEARLAKE,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVE,CLEARLAKE,95422.0,DAVID SANTOS,25,25,22,112,27,19,91,0,0,17,23,0,1,290,0,671,162,117,430,0,0,130,89,0,8,1607,0,34544,3877,8893,30182,0,0,10910,6270,1312,0,95988,10444568,2668420,1141593,6255322,0,0,2303789,1928395,0,98607,24840694,33867324,5222815,5256340,29701118,0,0,3291378,13232410,1693271,0,92264656,-62373,27175411,5155428,354822,29262657,-213331,0,0,3642958,6729459,0.0,1311232,0,0,0,1573139,74929402,0,1802767,0,0,1802767,17319857,2732771,4779404,8767194,0,0,1779903,8270866,0,328720,43978715,1951507,42504030,0,462,0,0,0,0,680757,40242403,0,0,0,0,0,0,0,0,0.0,0,0,0,0
4,106150706,ADVENTIST HEALTH DELANO,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-725-4800,1401 GARCES HIGHWAY,DELANO,93215.0,DAVID BUTLER,156,156,72,138,44,65,222,0,0,38,13,0,14,534,7,1857,268,2399,1089,0,0,213,233,0,51,6110,3877,1890,1092,1731,12921,0,0,2717,1181,0,1141,22673,7761297,1683473,10064719,7242214,0,0,2184953,1060622,0,452776,30450054,3003606,1672826,2302523,13014390,0,0,3122528,1276948,0,1142870,25535691,1399189,8011500,1411826,6221188,12908804,-475613,0,0,3207245,1467540,0.0,445624,0,0,0,2575,34599878,0,0,0,0,0,2677280,1751822,6138797,7329105,0,0,1587286,782266,0,1119311,21385867,864027,35942879,0,5517447,0,0,0,0,158959,46406381,0,0,0,0,0,0,0,0,0.0,0,0,0,0
5,106190323,ADVENTIST HEALTH GLENDALE,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,Los Angeles,11 - Los Angeles,909,Church,Comparable,"",818-409-8000,1509 WILSON TERRACE,GLENDALE,91206.0,KEVIN ROBERTS,515,462,246,1596,516,327,828,0,0,56,716,0,23,4062,0,8929,2834,2708,3740,0,0,171,3311,0,85,21778,0,15065,2761,1102,8274,0,0,1857,14428,0,617,44104,220428777,74520641,33062811,92194648,0,0,16584278,77868463,0,6252988,520912606,79084404,29356247,5902186,68219744,0,0,3945572,65745344,0,3913960,256167457,96813,256610811,89625660,30529132,134684448,0,0,0,18252856,106481885,0.0,3996919,0,0,0,13725228,654003752,0,0,0,0,0,42149913,13764263,5828393,24497410,0,0,1770947,33823494,0,1241891,123076311,4493972,141630444,0,487455,0,0,0,0,957066,162329736,0,0,0,0,0,0,0,0,0.0,0,0,0,0
6,106164029,ADVENTIST HEALTH HANFORD,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,Kings,09 - Central,615,Church,Comparable,Rural,559-537-0056,115 MALL DRIVE,HANFORD,93230.0,TIM HAYDOCK,235,235,144,624,350,180,778,0,0,175,370,0,20,2497,0,3795,2267,1100,3383,0,0,547,1453,0,79,12624,0,9667,2886,2427,22988,0,0,3306,12788,0,1347,55409,42481307,24473832,10749792,36992917,0,0,6827341,17382507,0,872463,139780159,35853906,19484526,8436194,94942984,0,0,15861952,46754457,0,7012390,228346409,5519445,63228547,36852146,11731248,104366972,-1340726,0,0,17356388,32948039,0.0,1311058,0,0,0,11622570,283595687,0,5172941,0,0,5172941,14110205,6692304,7403001,31020830,0,0,3411301,26170586,0,895595,89703822,815216,94486853,0,20775271,0,0,0,0,928711,162528103,0,0,0,0,0,0,0,0,0.0,0,0,0,0
7,106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490.0,JASON WELLS,25,25,23,229,47,11,71,0,0,21,39,0,1,419,0,1088,256,64,298,0,0,126,110,0,3,1945,0,5868,993,331,4523,0,0,1584,2427,0,278,16004,23787636,4576640,1273666,5585537,0,0,1263148,3318695,0,115626,39920948,11960525,2165653,758312,11281274,0,0,1131953,7067081,0,972823,35337621,-1135878,25975447,5614275,1791064,12789453,-75583,0,0,1090274,6767073,0.0,1470274,0,0,0,1463149,55749548,0,1093051,0,0,1093051,9411444,976009,215919,5210438,0,0,1073933,3376761,337568,0,20602072,342579,21869581,0,40282,0,0,0,0,108383,53734208,0,0,0,0,0,0,0,0,0.0,0,0,0,0
8,106390923,ADVENTIST HEALTH LODI MEMORIAL,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,"",209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,DANIEL WOLCOTT,194,186,107,596,308,115,457,0,0,65,282,0,17,1840,0,3299,1835,631,2058,0,0,258,1108,0,59,9248,0,7902,2993,1668,13159,0,0,1178,7600,0,2814,37314,99854799,54543590,19235274,58226931,0,0,8360241,32148121,0,1052782,273421738,55901564,29722093,8113182,62467115,0,0,6564992,48182847,0,5770305,216722098,2286675,140700902,76560568,23254271,109837287,0,0,0,12861242,53310751,0.0,539949,0,0,0,6532442,425884087,0,123811,0,0,123811,14977961,6893978,3752209,11116376,0,0,1235953,24293488,0,2113595,64383560,2141671,67699402,0,1735042,0,0,0,0,560979,110459621,0,0,0,0,0,0,0,0,0.0,0,0,0,0
9,106231013,ADVENTIST HEALTH MENDOCINO COAST,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,Mendocino,01 - Northern California,111,District,Comparable,Rural,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437.0,WAYNE ALLEN,25,25,12,105,21,2,23,0,0,13,0,0,1,165,0,690,138,14,148,0,0,83,0,0,7,1080,0,6255,699,61,1803,0,0,2115,243,0,268,11444,3736396,748986,74240,804273,0,0,451033,0,0,36969,5851897,13606443,1677910,304521,3769262,0,0,4227349,728584,0,254285,24568354,233913,7474264,806656,312857,3697200,0,0,0,2555498,361179,0.0,408122,0,0,0,118556,15968245,0,44009,0,0,44009,9868575,1620240,65904,839543,0,0,1794230,293619,0,13904,14496015,355907,19061632,0,7183,0,0,0,0,592327,9147740,0,0,0,0,0,0,0,0,0.0,0,0,0,0
10,106100797,ADVENTIST HEALTH REEDLEY,20221,2022-01-01T00:00:00,2022-03-31T00:00:00,Open,Fresno,09 - Central,607,District,Comparable,Rural,559-537-0056,372 WEST CYPRESS AVENUE,REEDLEY,93654.0,TIM HAYDOCK,49,49,25,32,21,60,204,0,0,8,57,0,2,384,0,346,341,259,673,0,0,44,212,0,26,1901,0,16820,6580,10360,80952,0,0,1768,21134,0,5539,143153,1202808,1572034,1549352,5191208,0,0,338822,1874340,0,180697,11909261,9812556,4248201,5219031,47091454,0,0,2556402,12199562,0,3062902,84190108,3703387,2952653,4083270,2608767,25246668,-689308,0,0,2108711,9435644,0.0,1148782,0,0,0,2177318,52775892,0,583743,0,0,583743,6625345,1568312,4058770,27931067,0,0,42497,3502446,0,178783,43907220,5377978,44797297,0,811696,0,0,0,0,66583,41566084,0,0,0,0,0,0,0,0,0.0,0,0,0,0
