_id,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
1,106580996,ADVENTIST HEALTH AND RIDEOUT,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,"",530-749-4663,726 FOURTH ST,MARYSVILLE,95901.0,RICK RAWSON,221,221,182,1219,176,186,880,0,0,0,502,0,32,2995,0,7873,1143,940,4410,0,0,0,2078,0,141,16585,0,15581,1619,1960,13080,0,0,1771,8146,0,3958,46115,148792939,21117750,17095595,82644875,0,0,0,49854089,0,656712,320161960,60606941,7684504,8322752,49110833,0,0,2027522,36843397,0,3321081,167917030,5726971,165692820,22985525,20023193,94221084,0,0,0,1022626,40467490,0.0,6467832,0,0,0,6445645,363053186,0,0,0,0,0,41537814,5093701,4446562,37422476,0,0,233375,39338732,0,-3046856,125025804,3363816,137943144,0,105040,0,0,0,0,2455618,314613227,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
2,106150788,ADVENTIST HEALTH BAKERSFIELD,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301.0,SHARLET BRIGGS,254,254,213,776,950,186,825,0,0,230,1200,0,18,4185,0,3945,4452,1015,3501,0,0,1271,4998,0,159,19341,0,11634,4354,921,11316,0,0,2729,19277,0,1632,51863,82826790,98258334,14206530,70508031,0,0,25864652,109956195,0,3367663,404988195,47321240,43241236,4329116,54812434,0,0,19861933,86557413,0,3733799,259857171,3546413,111208461,119939104,11982453,96568834,0,0,0,37219982,141688402,0.0,1059084,0,0,0,5484655,528697388,0,0,0,0,0,18409013,21506549,6471345,28378070,0,0,8241636,52794952,0,346413,136147978,5034044,131496963,0,-26144065,0,0,0,0,2383798,132765685,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
3,106171049,ADVENTIST HEALTH CLEARLAKE,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVE,CLEARLAKE,95422.0,DAVID SANTOS,25,25,22,154,20,18,100,0,0,22,16,0,5,335,0,818,136,79,438,0,0,147,52,0,18,1688,0,31698,2679,8311,28262,0,0,10082,4819,1126,0,86977,12892036,1942134,806965,6375217,0,0,2265356,782721,0,470153,25534582,28379303,3287632,4619771,26740849,0,0,3610271,11523740,1481584,0,79643150,188445,27491045,3230345,405376,26398455,-458695,0,0,4260533,6569274,0.0,827677,0,0,0,2239990,71152445,0,2201079,0,0,2201079,13606815,1947622,3913399,8838696,0,0,1555556,5980490,383788,0,36226366,5624778,40795375,0,1101,0,0,0,0,4099634,40813266,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
4,106150706,ADVENTIST HEALTH DELANO,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,"",661-725-4800,1401 GARCES HIGHWAY,DELANO,93215.0,DAVID BUTLER,156,156,77,104,53,66,272,0,0,51,26,0,23,595,6,1821,372,2843,1096,0,0,279,239,0,104,6754,4313,1978,960,1577,12212,0,0,2551,1277,0,1166,21721,7987409,2726801,12762533,6976420,0,0,2592533,1134880,0,705970,34886546,2970359,1483184,1970312,12205422,0,0,3602838,1414162,0,1169900,24816177,1386329,7723268,1858433,7070504,9277696,-1276198,0,0,3059339,1302978,0.0,371493,0,0,0,171367,30945209,0,0,0,0,0,3118712,2124123,8234205,10582153,0,0,2486856,1083440,0,1128025,28757514,4429110,29005226,0,1546504,0,0,0,0,218436,47936966,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
5,106190323,ADVENTIST HEALTH GLENDALE,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Los Angeles,11 - Los Angeles,909,Church,Comparable,"",818-409-8000,1509 WILSON TERRACE,GLENDALE,91206.0,KEVIN ROBERTS,515,462,259,1721,490,355,825,0,0,59,761,0,16,4227,0,9563,2605,3540,4090,0,0,227,3367,0,37,23429,0,14785,2189,1185,7599,0,0,1470,13290,0,534,41052,223373409,67123756,39180004,100168932,0,0,18978854,75865262,0,1031333,525721550,72655039,27006352,5713980,61954081,0,0,4824110,72528667,0,4693948,249376177,1328016,249700452,81115874,33476807,139181802,0,0,0,22147131,110403290,0.0,4423640,0,0,0,5877698,647654710,0,0,0,0,0,44513886,12494503,9547956,22185382,0,0,1482302,36915058,0,303930,127443017,4752087,141408506,0,476065,0,0,0,0,774962,165255115,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
6,106164029,ADVENTIST HEALTH HANFORD,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Kings,09 - Central,615,Church,Comparable,Rural,559-537-0056,115 MALL DRIVE,HANFORD,93230.0,TIM HAYDOCK,235,235,162,627,303,206,903,0,0,175,434,0,28,2676,0,4080,2078,1277,4129,0,0,623,2207,0,128,14522,0,9242,2752,2351,21742,0,0,3245,12586,0,1362,53280,42380257,20669651,13012061,42899587,0,0,7461751,23958514,0,1491832,151873653,33520441,16312073,7190860,83034845,0,0,14497065,41429229,0,7821778,203806291,3105904,59733931,29412928,11702439,82916455,-3262616,0,0,16753118,36876628,0.0,2166884,0,0,0,6419907,245825578,0,6038084,0,0,6038084,16186549,7377500,8739985,51388546,0,0,3959695,26441673,0,1798502,115892450,9284476,98041661,0,5568256,0,0,0,0,2254771,164884141,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
7,106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490.0,JASON WELLS,25,25,25,233,33,25,80,0,0,21,55,0,0,447,0,949,281,72,416,0,0,95,177,0,1,1991,0,5188,715,255,4188,0,0,1586,2146,403,0,14481,19926042,3980417,1758495,7528277,0,0,2047793,5874080,0,103323,41218427,11510902,1720238,814445,10057694,0,0,1126598,6637948,1416855,0,33284680,97487,23932454,3239840,1738296,13697705,-370705,0,0,2503905,5841629,0.0,92872,0,0,0,1631287,52404770,0,1217634,0,0,1217634,7845690,2357181,813078,5346453,0,0,494624,6453642,5303,0,23315971,4519430,22834838,0,44403,0,0,0,0,119260,54708987,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
8,106390923,ADVENTIST HEALTH LODI MEMORIAL,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,"",209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,DANIEL WOLCOTT,194,194,100,567,270,153,492,0,0,64,336,0,11,1893,0,3031,1453,759,1977,0,0,231,1301,0,37,8789,0,7460,2616,1707,12568,0,0,1116,7623,0,2643,35733,87956585,41992324,20921188,58566167,0,0,10124708,36664103,0,2466882,258691957,51208186,21742034,8317817,54091849,0,0,7379993,49493837,0,6510761,198744477,1377850,123768849,57245673,24810466,101383774,0,0,0,15345945,59227818,0.0,1608065,0,0,0,3804825,388573265,0,58885,0,0,58885,15134969,5927262,4452648,11200437,0,0,1805759,26153016,0,4247963,68922054,3661780,69869161,0,553338,0,0,0,0,1892596,112289215,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
9,106231013,ADVENTIST HEALTH MENDOCINO COAST,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Mendocino,01 - Northern California,111,District,Comparable,Rural,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437.0,WAYNE ALLEN,25,25,19,127,7,5,27,0,0,13,0,1,0,180,0,978,57,40,208,0,0,101,0,5,0,1389,0,5736,593,76,1640,0,0,1992,266,227,0,10530,4765789,278977,197230,1015222,0,0,491207,0,22409,0,6770834,12674627,1392283,369030,3546635,0,0,3997006,694007,312818,0,22986406,582903,10172172,1019469,375430,2422346,0,0,0,2188347,423345,0.0,-40806,0,0,0,169518,17312724,0,29041,0,0,29041,6801763,651791,190830,2139511,0,0,2288261,270662,130739,0,12473557,928275,17094382,0,6776,0,0,0,0,1938930,9132867,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
10,106100797,ADVENTIST HEALTH REEDLEY,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Fresno,09 - Central,607,District,Comparable,Rural,559-537-0056,372 WEST CYPRESS AVENUE,REEDLEY,93654.0,TIM HAYDOCK,49,49,26,54,13,64,289,0,0,6,50,0,5,481,0,503,149,378,784,0,0,14,190,0,22,2040,0,16307,5873,10521,78785,0,0,1537,19857,0,5586,138466,2693089,766284,2082258,6522390,0,0,129067,1307081,0,60122,13560291,8760115,3730168,4656082,42835013,0,0,2144588,11098527,0,3132349,76356842,2138763,4139840,3592064,3452662,20335903,1085047,0,0,1425916,5866780,0.0,1189323,0,0,0,1808855,45035153,0,493261,0,0,493261,6093174,706389,3037747,28545308,0,0,585171,6073116,0,334336,45375241,14876237,45367632,0,1765312,0,0,0,0,7430,42191656,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
11,106560525,ADVENTIST HEALTH SIMI VALLEY,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Ventura,10 - Santa Barbara/Ventura,813,Church,Comparable,"",805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065.0,JENNIFER SWENSON,144,130,99,700,347,87,254,0,0,28,486,0,9,1911,0,3739,1665,399,1088,0,0,75,1763,0,35,8764,0,1947,1112,681,3088,0,0,2525,7516,0,206,17075,71553821,32698405,5122998,19233835,0,0,966306,35054344,0,460399,165090108,19761361,13264275,3550068,18386945,0,0,2399011,37329163,0,1935587,96626410,1843201,78242958,39291327,7457327,31087802,0,0,0,3060396,47867192,0.0,364276,0,0,0,1338974,210553453,0,0,0,0,0,13033275,6524922,1194220,6445265,0,0,160678,22911231,0,893474,51163065,1204757,52559109,0,335104,0,0,0,0,1711477,115196925,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
12,106554011,ADVENTIST HEALTH SONORA - GREENLEY,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Tuolumne,06 - North San Joaquin,513,Church,Comparable,Rural,209-536-5000,1000 GREENLEY RD,SONORA,95370.0,MICHELLE FUENTES,152,152,100,547,37,42,164,0,0,56,159,0,4,1009,12,2223,138,4971,730,0,0,284,447,0,11,8804,4728,41864,2080,3976,14754,0,0,2556,25378,0,2399,93007,58470775,2956293,6559083,17024450,0,0,6512570,13896278,0,531651,105951100,118792709,4832858,3711088,29440155,0,0,10629147,48402630,0,1982056,217790643,2397194,145663004,6201277,4821650,31644174,0,0,0,11937271,40951798,0.0,739592,0,0,0,4542677,248898637,0,27298,0,0,27298,29314086,1568381,5220348,14351309,0,0,4434716,19641904,0,339660,74870404,17294481,70056504,0,2581465,0,0,0,0,1164317,81359472,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
13,106281078,ADVENTIST HEALTH ST. HELENA,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Napa,03 - North Bay,407,Non Profit Corp.,Comparable,"",707-963-3611,10 WOODLAND RD.,ST. HELENA,94574.0,STEVEN HERBER,151,151,59,383,84,182,105,0,0,21,115,0,25,915,0,1975,556,1299,564,0,0,110,515,0,49,5068,0,7620,433,103,1406,0,0,628,2738,0,148,13076,80593390,10296959,9351077,16021502,0,0,3064318,19236803,0,2210056,140774105,92490374,6235617,716658,19205610,0,0,4717371,36631577,0,1762216,161759423,256991,149401077,14190725,6042992,28770089,-40788,0,0,5976958,39432460,0.0,610528,0,0,0,3673078,248314110,0,6816949,0,0,6816949,23533328,2284497,3963734,13200824,0,0,1738633,15948475,0,366876,61036367,15715831,74036485,0,111310,0,0,0,0,1333095,96062020,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
14,106154168,ADVENTIST HEALTH TEHACHAPI VALLEY,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Kern,09 - Central,623,District,Comparable,Rural,661-823-3000,1100 MAGELLAN DRIVE,TEHACHAPI,93561.0,JEFFERY LINGERFELT,25,25,24,82,52,24,74,0,0,22,50,0,4,308,0,573,345,315,269,0,0,147,172,0,20,1841,0,1941,587,831,5735,0,0,902,1928,0,197,12121,5188971,4455917,1638662,4388044,0,0,1634064,4016016,0,315787,21637461,5248913,3207675,1750962,11134657,0,0,2648048,8107247,0,1053587,33151089,1001410,8615394,4441124,2526366,11478053,0,0,0,2683335,7045799,0.0,146717,0,0,0,916078,38854276,0,0,0,0,0,1734908,3200139,798911,4008685,0,0,1421532,4701916,0,68183,15934274,5042923,15111365,0,213470,0,0,0,0,1125741,41522841,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
15,106540816,ADVENTIST HEALTH TULARE,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Tulare,09 - Central,611,District,Comparable,"",559-537-0056,869 NORTH CHERRY STREET,TULARE,93274.0,TIM HAYDOCK,73,73,38,123,60,42,349,0,0,10,113,0,29,726,0,789,293,153,1067,0,0,41,611,0,137,3091,0,673,267,368,3911,0,0,111,1158,0,689,7177,7908708,3099632,1353084,10268829,0,0,563672,5962344,0,1449771,30606040,6784063,2074155,2106406,21427250,0,0,1146965,8205273,0,3179221,44923333,206844,11924456,4199856,2829034,25663631,1945641,0,0,1377705,11487498,0.0,0,0,0,0,2219533,61854198,0,0,0,0,0,2641475,841949,338827,3507535,0,0,295562,2326263,0,3723564,13675175,691537,23310212,0,0,0,0,0,0,20472,6534319,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
16,106231396,ADVENTIST HEALTH UKIAH VALLEY,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Mendocino,01 - Northern California,113,Church,Comparable,Rural,707-462-3111,275 HOSPITAL DRIVE,UKIAH,95482.0,JASON WELLS,67,50,41,319,41,65,277,0,0,45,136,0,4,887,0,1462,196,180,880,0,0,272,397,0,8,3395,0,19988,2377,1061,15599,0,0,8542,7183,0,1105,55855,23738197,2966782,2337360,15661454,0,0,4674604,7124436,0,725259,57228092,47411018,7305503,2324446,30340605,0,0,5266210,24512359,0,2421571,119581712,1519538,53310304,7996424,3089489,36086668,-1111026,0,0,7761812,16674396,0.0,333476,0,0,0,2528922,128190003,0,9906160,0,0,9906160,17583343,2127551,1719647,20572972,0,0,1920842,14168369,0,433237,58525961,10098424,53107135,0,1489371,0,0,0,0,1362117,73214593,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
17,106481015,ADVENTIST HEALTH VALLEJO,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Solano,03 - North Bay,409,Non Profit Corp.,Comparable,"",707-963-3611,525 OREGON STREET,VALLEJO,94590.0,DR STEVE HERBER,61,61,44,59,24,96,0,0,0,10,197,0,0,386,0,894,298,935,0,0,0,78,1475,0,0,3680,0,337,13,0,0,0,0,36,203,0,0,589,4242636,1745643,4131832,0,0,0,354587,6868074,0,0,17342772,315570,13812,0,0,0,0,38760,211074,0,0,579216,82702,3104915,1126097,2895317,0,0,0,0,272174,4210174,0.0,140273,0,0,0,109774,11941426,0,0,0,0,0,1354132,625799,1140715,0,0,0,99866,2760050,0,0,5980562,268,6860058,0,12183,0,0,0,0,0,2580028,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
18,106190878,ADVENTIST HEALTH WHITE MEMORIAL,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,Teaching,323-268-5000,1720 E. CESAR E. CHAVEZ AVENUE,LOS ANGELES,90033.0,JOHN RAFFOUL,353,353,219,534,601,1007,1633,0,0,87,437,0,51,4350,0,3118,3082,4691,6491,0,0,599,1672,0,145,19798,0,5038,4478,4114,13397,0,0,2625,5177,0,1031,35860,80223559,87106074,87391142,161846884,0,0,12741004,42840523,0,9900199,482049385,27526214,36068453,16863653,94526935,0,0,7996539,37377317,0,6325399,226684510,-3683016,95084062,102231559,66072674,259337414,-20666612,0,0,19703475,63182948,0.0,6062908,0,0,0,12271808,599597220,0,11537691,0,0,11537691,13228695,20612424,38543803,29462168,0,0,733984,16332180,0,1761112,120674366,4246878,123885666,0,20886,0,0,0,0,698058,117857591,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
19,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,20214,2021-10-01T00:00:00,2021-12-31T00:00:00,Open,Orange,13 - Orange,1012,Non Profit Other,Comparable,"",714-999-5102,1111 WEST LA PALMA AVENUE,ANAHEIM,92801.0,MARGARET PETERSON,223,223,223,337,324,181,526,0,0,14,244,0,53,1679,0,1708,1791,966,2128,0,0,106,1005,0,204,7908,0,973,1331,958,3633,0,0,198,1699,0,484,9276,30993533,38082065,16483924,36336256,0,0,2030123,22068262,0,1871275,147865438,11990114,24359635,5575562,28378725,0,0,1613751,14108174,0,2569403,88595364,2520852,37008518,54976640,17238978,50858980,-687800,0,0,1779173,27980783,0.0,0,0,0,0,765565,192441689,0,7922487,0,0,7922487,5975129,7465060,5508308,21778488,0,0,1864701,8195653,0,1154261,51941600,247381,49622252,0,145096,0,0,0,0,790654,7390646,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0
