_id,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
1,106580996,ADVENTIST HEALTH AND RIDEOUT,20233,07/01/2023,09/30/2023,Open,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,,530-749-4663,726 FOURTH STREET,MARYSVILLE,95901,RICK RAWSON,221,221,141,1055,267,174,700,0,0,0,451,12,109,2768,0,5744,1633,814,2810,0,0,0,1662,47,241,12951,0,15436,3103,2201,15826,0,0,1937,8342,59,3444,50348,117926019,34386465,12919314,61644335,0,0,0,49323397,820159,5183467,282203156,82269172,18714453,8365927,74973871,0,0,4049671,47804487,462634,8397058,245037273,3008009,163042837,46222775,17732870,117615316,0,0,0,695234,48468868,0,5121829,0,0,0,8965782,410873520,0,0,0,0,0,36135767,5577518,3736834,19304255,0,0,2879329,46183728,-375903,2925381,116366909,1596004,132379734,0,313258,0,0,0,0,0,299479176,0,0,0,0,0,0,0,0,0,0,0,0,0
2,106150788,ADVENTIST HEALTH BAKERSFIELD,20233,07/01/2023,09/30/2023,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,182,701,920,137,956,0,0,244,981,1,12,3952,0,3533,3826,646,3754,0,0,1105,3499,2,52,16417,0,13496,5895,884,14159,0,0,3287,21112,6,1870,60709,85624928,98059301,11123428,85886186,0,0,23787921,84752979,64586,5837753,395137082,62846824,68120512,4206708,82198879,0,0,31025287,109900372,112919,7738862,366150363,1294853,124359496,142933616,15492227,132931836,0,0,0,44885884,150707592,0,1190233,0,0,0,7266240,621061977,0,0,0,0,0,23944591,22362429,-195639,34934374,0,0,9298899,42539861,0,7340953,140225468,1913950,139860036,0,609081,0,0,0,0,2977809,130698913,0,0,0,0,0,0,0,0,0,0,0,0,0
3,106171049,ADVENTIST HEALTH CLEARLAKE,20233,07/01/2023,09/30/2023,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVENUE,CLEARLAKE,95422,DAVID SANTOS,25,25,15,145,31,9,91,0,0,28,32,0,4,340,0,612,130,27,337,0,0,95,100,0,32,1333,0,29274,6202,7217,31968,0,0,2841,13919,9,1680,93110,10354981,2396034,199701,5563012,0,0,1710904,2421957,0,767781,23414370,31830373,8800733,4434270,33020407,0,0,3234262,14369517,31127,1993447,97714136,2637954,31106801,6989029,2789146,23328435,-110071,0,0,1963103,8434317,0,1401053,0,0,0,1349878,79889645,0,1701821,0,0,1701821,10217010,4132089,1814689,15885743,0,0,2975515,7496316,1384,417936,42940682,897187,45056402,0,-197940,0,0,0,0,1070811,43418946,0,0,0,0,0,0,0,0,0,0,0,0,0
4,106150706,ADVENTIST HEALTH DELANO,20233,07/01/2023,09/30/2023,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-725-4800,1401 GARCES HIGHWAY,DELANO,93215,DAVID BUTLER,156,156,69,107,47,55,248,0,0,35,20,0,13,525,16,1639,402,2482,1218,0,0,111,53,0,75,5980,4341,2244,1372,1533,14777,0,0,3191,1116,0,940,25173,6934794,2106252,7941117,6572506,0,0,791250,704891,0,644765,25695575,3663828,2297280,1867969,16482158,0,0,3809130,1336921,0,1171371,30628657,1451780,8864841,1223145,4396391,13904172,-498888,0,0,2396158,594807,0,68122,0,0,0,279966,32680494,0,0,0,0,0,1694023,3070151,5404318,9140674,0,0,2017027,1396350,0,921195,23643738,1079213,26630179,0,-790929,0,0,0,0,1484984,44193996,0,0,0,0,0,0,0,0,0,0,0,0,0
5,106190323,ADVENTIST HEALTH GLENDALE,20233,07/01/2023,09/30/2023,Open,Los Angeles,11 - Los Angeles,909,Church,Comparable,,818-409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515,462,280,1870,558,652,763,0,0,42,865,1,51,4802,0,10922,3437,3463,3338,0,0,140,3908,5,210,25423,0,15080,3055,981,7328,0,0,1696,17050,3,572,45765,252999816,88550247,37787388,107737518,0,0,19283123,63128303,27829,11560713,581074937,93641414,34621276,6384418,90360279,0,0,3317813,78317577,54284,5278952,311976013,5253663,292909384,108398984,39022639,169864261,0,0,0,20457363,112195474,0,2107286,0,0,0,12027961,762237015,0,0,0,0,0,52658509,13701289,2925156,28224391,0,0,2076361,28367996,0,2860233,130813935,8388510,151704524,0,544747,0,0,0,0,3212663,156237874,0,0,0,0,0,0,0,0,0,0,0,0,0
6,106164029,ADVENTIST HEALTH HANFORD,20233,07/01/2023,09/30/2023,Open,Kings,09 - Central,615,Church,Comparable,Rural,559-537-0056,115 MALL DRIVE,HANFORD,93230,TIM HAYDOCK,235,235,108,557,276,182,665,0,0,135,364,1,159,2339,0,2846,1498,848,2461,0,0,503,1272,2,473,9903,0,9258,3708,2187,25062,0,0,3567,13601,7,2305,59695,38461922,18907657,7467803,38775109,0,0,6106478,19000382,44738,4415141,133179230,44654515,26496313,8126500,123219337,0,0,14804112,55442855,79192,11134430,283957254,3259949,66936568,38631108,12859354,126466141,-1965708,0,0,17500933,44600308,0,2212855,0,0,0,11289053,321790561,0,8417146,0,0,8417146,15915481,6744148,2658724,44989008,0,0,3121778,27474701,10778,2848451,103763069,1271894,102480354,0,-3068847,0,0,0,0,223653,154297986,0,0,0,0,0,0,0,0,0,0,0,0,0
7,106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20233,07/01/2023,09/30/2023,Open,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,Rural,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,16,181,37,5,63,0,0,15,20,0,5,326,0,807,161,22,273,0,0,36,67,0,19,1385,0,6666,1394,209,4611,0,0,1657,2534,8,308,17387,14969741,3171214,243192,4103617,0,0,787643,1717623,0,717718,25710748,21478112,4310090,615578,13156005,0,0,1755515,9830383,30031,1915493,53091207,-120392,27658235,5601884,989013,12677839,0,0,0,1025693,6967030,0,936035,0,0,0,1514995,57250332,0,576150,0,0,576150,8695885,1873580,-183720,5110887,0,0,1513447,4352690,0,765004,22127773,241046,22760689,0,-478344,0,0,0,0,401696,48611917,0,0,0,0,0,0,0,0,0,0,0,0,0
8,106390923,ADVENTIST HEALTH LODI MEMORIAL,20233,07/01/2023,09/30/2023,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240-5179,DANIEL WOLCOTT,194,194,91,591,349,122,485,0,0,79,267,2,11,1906,0,2855,1741,621,1869,0,0,241,987,5,41,8360,0,9050,4771,1785,18730,0,0,1261,10088,5,3342,49032,90648815,56384021,15971432,56489670,0,0,6034091,30453853,186860,3351157,259519899,69074121,40075963,7820148,86806115,0,0,7464174,56806819,25891,12028571,280101802,2473276,139674522,91142633,21827068,131463605,0,0,0,10665596,65628622,0,1439692,0,0,0,9949664,474264678,0,66577,0,0,66577,20018351,4818300,1803480,11401127,0,0,2561519,19510101,19999,5290723,65423600,5452154,74123398,0,143696,0,0,0,0,1265666,102791770,0,0,0,0,0,0,0,0,0,0,0,0,0
9,106231013,ADVENTIST HEALTH MENDOCINO COAST,20233,07/01/2023,09/30/2023,Open,Mendocino,01 - Northern California,111,Non Profit Corp.,Comparable,Rural,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437,WAYNE ALLEN,25,25,14,140,30,4,30,0,0,6,23,2,1,236,0,753,162,19,160,0,0,33,121,6,7,1261,0,11989,1666,77,2204,0,0,2257,4767,31,237,23228,6060727,1299815,156026,1290770,0,0,263038,976267,32118,69280,10148041,15913893,2759634,248512,5552320,0,0,1348301,5106323,106098,269010,31304091,812374,6927774,532448,401479,6791340,0,0,0,726789,2743787,0,184176,0,0,0,275762,19395929,0,141820,0,0,141820,14964599,3413146,-21400,674047,0,0,547723,2584661,0,35247,22198023,118356,21784104,0,-97894,0,0,0,0,38978,8798899,0,0,0,0,0,0,0,0,0,0,0,0,0
10,106100797,ADVENTIST HEALTH REEDLEY,20233,07/01/2023,09/30/2023,Open,Fresno,09 - Central,607,Non Profit Corp.,Comparable,Rural,559-537-0056,372 WEST CYPRESS AVENUE,REEDLEY,93654,TIM HAYDOCK,49,49,16,27,21,50,259,0,0,3,53,0,9,422,0,227,126,152,783,0,0,21,105,0,39,1453,0,15661,7349,9652,81848,0,0,1232,22199,2250,2865,143056,1358431,790890,941927,7038348,0,0,52177,1234625,0,274425,11690823,10508055,6170782,4737087,55973150,0,0,1136131,13762343,572634,3821774,96681956,71367,4286757,5683038,2418422,43954581,-377508,0,0,668434,8788542,0,1087963,0,0,0,3702674,70284270,0,792001,0,0,792001,7338761,1116630,3236093,19870527,0,0,690579,6132675,-46403,541648,38880510,2626262,49372332,0,-1361606,0,0,0,0,3506606,43130908,0,0,0,0,0,0,0,0,0,0,0,0,0
